"ID","START_DATE","PREPAID","FIN_STATE","COUNT_PAYMENT_DELAYS_CURRENT","COUNT_PAYMENT_DELAYS_1YEAR","DAYS_PAYMENT_DELAYS_CURRENT","DAYS_PAYMENT_DELAYS_1YEAR","COMPLAINT_1WEEK","COMPLAINT_2WEEKS","COMPLAINT_1MONTH","COMPLAINT_3MONTHS","COMPLAINT_6MONTHS","CLV","COUNT_OFFNET_CALLS_1WEEK","COUNT_ONNET_CALLS_1WEEK","AVG_DATA_3MONTH","COUNT_CONNECTIONS_3MONTH","AVG_DATA_1MONTH","COUNT_SMS_INC_ONNET_6MONTH","COUNT_SMS_OUT_OFFNET_6MONTH","COUNT_SMS_INC_OFFNET_1MONTH","COUNT_SMS_INC_OFFNET_WKD_1MONTH","COUNT_SMS_INC_ONNET_1MONTH","COUNT_SMS_INC_ONNET_WKD_1MONTH","COUNT_SMS_OUT_OFFNET_1MONTH","COUNT_SMS_OUT_OFFNET_WKD_1MONTH","COUNT_SMS_OUT_ONNET_1MONTH","COUNT_SMS_OUT_ONNET_WKD_1MONTH","AVG_MINUTES_INC_OFFNET_1MONTH","AVG_MINUTES_INC_ONNET_1MONTH","MINUTES_INC_OFFNET_WKD_1MONTH","MINUTES_INC_ONNET_WKD_1MONTH","AVG_MINUTES_OUT_OFFNET_1MONTH","AVG_MINUTES_OUT_ONNET_1MONTH","MINUTES_OUT_OFFNET_WKD_1MONTH","MINUTES_OUT_ONNET_WKD_1MONTH","Payment_Delay_level","CLV_level","delta_m3_m6","delta_m1_m3","Time_Customer","Time_Customer_days","OFFNET_weekend_talker","Outcaller","CHURN"
16359,2013-07-03,"0",NA,1,1,-30,30,0,0,0,0,0,12605.53,0,0,24050490,3,17293308,23,0,0,0,11,2,0,0,1,0,0,0,0,0,0.133333333,0,0,0,1,0,0,0,17.1428571428571,120,1,1,"0"
13335,2012-07-06,"1",NA,1,5,-58,77,0,0,0,0,0,0,0,0,80461285,11,0,196,17,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,68.8571428571429,482,1,0,"0"
14294,2012-11-26,"1",NA,0,4,0,16,1,0,0,1,1,13137.81,1,2,4477404237,96,1730716269,146,37,2,0,42,8,2,0,4,0,11.78333333,84.56666667,0.633333333,0.216666667,83.16666667,70.85,0.65,0,1,0,0,-1,48.4285714285714,339,1,1,"0"
12120,2011-11-23,"0","0",4,4,-257,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,101.142857142857,708,1,0,"1"
12120,2011-11-23,"0","0",4,4,-257,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,101.142857142857,708,1,0,"1"
10922,2010-03-31,"0",NA,0,5,0,15,0,0,0,0,4,24569.08,21,11,3745169153,141,593203055,235,106,18,2,32,0,4,0,9,0,41.06666667,30.03333333,46.16666667,50.83333333,17.01666667,28.03333333,16.16666667,50.33333333,2,3,-4,0,187.142857142857,1310,3,0,"0"
15577,2013-04-24,"1",NA,0,1,0,13,0,0,0,0,0,16274.46,0,2,1760136270,112,2269376,381,30,1,1,21,6,2,1,4,1,0,44.66666667,0,1.45,0,44.66666667,6.8,1.45,1,0,0,0,27.1428571428571,190,1,0,"0"
15686,2013-05-07,"0","0",0,1,0,1,0,0,0,0,0,31431.52,8,9,3531449950,92,380751611,8,242,72,12,2,2,42,8,32,14,25.31666667,7.733333333,0,3.5,227.0166667,190.2666667,35.28333333,28.65,1,3,0,0,25.2857142857143,177,1,1,"1"
15686,2013-05-07,"0","0",0,1,0,1,0,0,0,0,0,31431.52,8,9,3531449950,92,380751611,8,242,72,12,2,2,42,8,32,14,25.31666667,7.733333333,0,3.5,227.0166667,190.2666667,35.28333333,28.65,1,3,0,0,25.2857142857143,177,1,1,"1"
15173,2013-03-16,"0",NA,0,3,0,5,0,0,0,0,3,17273.19,27,93,2175486729,93,732100946,913,90,0,0,110,66,13,0,4,1,29.91666667,24.43833333,4.3,18.55666667,58.85,24.32833333,36.55,17.43333333,1,3,-3,0,32.7142857142857,229,1,1,"0"
14916,2013-02-13,"0","0",0,1,0,14,0,0,0,0,1,39660.06,18,8,1377081681,94,390076021,4,115,2,0,0,0,38,22,4,0,34.3,50.3,4.983333333,2.1,428.3833333,85.26666667,87.51666667,7.683333333,1,3,-1,0,37.1428571428571,260,1,1,"1"
14916,2013-02-13,"0","0",0,1,0,14,0,0,0,0,1,39660.06,18,8,1377081681,94,390076021,4,115,2,0,0,0,38,22,4,0,34.3,50.3,4.983333333,2.1,428.3833333,85.26666667,87.51666667,7.683333333,1,3,-1,0,37.1428571428571,260,1,1,"1"
13263,2012-06-22,"1",NA,0,3,0,32,0,0,0,0,2,12217.95,5,21,112566,2,0,701,65,0,0,132,70,2,0,10,7,15.85,19.23666667,77.66666667,49.5,27.95,18.56833333,10.6,46.45,1,0,-2,0,70.8571428571429,496,3,1,"0"
14982,2013-02-21,"1",NA,0,0,0,0,0,0,0,0,0,20336.36,4,24,93222744,123,31611601,307,17,0,0,80,0,2,0,9,0,58.48333333,13.78333333,44.83333333,18.63333333,24.61666667,137.8,79.16666667,18.63333333,1,3,0,0,36,252,3,0,"0"
14468,2012-12-21,"0","0",0,3,0,69,0,0,0,0,0,27949.18,16,4,785620722,107,564331266,0,112,0,0,0,0,14,0,0,0,131.4666667,148.8333333,41.21666667,1.583333333,434.85,88.15,65.93333333,11.95,1,3,0,0,44.8571428571429,314,3,1,"1"
14468,2012-12-21,"0","0",0,3,0,69,0,0,0,0,0,27949.18,16,4,785620722,107,564331266,0,112,0,0,0,0,14,0,0,0,131.4666667,148.8333333,41.21666667,1.583333333,434.85,88.15,65.93333333,11.95,1,3,0,0,44.8571428571429,314,3,1,"1"
14468,2012-12-21,"0","0",0,3,0,69,0,0,0,0,0,27949.18,16,4,785620722,107,564331266,0,112,0,0,0,0,14,0,0,0,131.4666667,148.8333333,41.21666667,1.583333333,434.85,88.15,65.93333333,11.95,1,3,0,0,44.8571428571429,314,3,1,"1"
14468,2012-12-21,"0","0",0,3,0,69,0,0,0,0,0,27949.18,16,4,785620722,107,564331266,0,112,0,0,0,0,14,0,0,0,131.4666667,148.8333333,41.21666667,1.583333333,434.85,88.15,65.93333333,11.95,1,3,0,0,44.8571428571429,314,3,1,"1"
15635,2013-05-02,"0","0",0,1,0,4,0,0,0,0,0,20112.93,12,0,4165896674,138,1653030265,2,100,6,0,0,0,24,0,2,2,47.76666667,0,8.166666667,0,166.05,97.7,33.4,16.35,1,3,0,0,26,182,1,1,"1"
15635,2013-05-02,"0","0",0,1,0,4,0,0,0,0,0,20112.93,12,0,4165896674,138,1653030265,2,100,6,0,0,0,24,0,2,2,47.76666667,0,8.166666667,0,166.05,97.7,33.4,16.35,1,3,0,0,26,182,1,1,"1"
10664,2009-08-03,"0",NA,0,5,0,9,0,0,0,0,0,18381.21,33,22,0,0,0,308,20,12,0,50,8,18,0,4,1,62.03333333,69.95,12.45,10.83333333,12.86166667,64.45,14.31666667,10.51666667,2,3,0,0,221.428571428571,1550,1,0,"0"
14827,2013-02-01,"0",NA,0,0,0,0,0,0,0,0,0,11890.29,6,6,93454005,74,30076240,287,0,0,0,100,42,0,0,34,19,0,28.08333333,35.48333333,0.7,40.33333333,16.71666667,44.33333333,1.35,1,0,0,0,38.8571428571429,272,0,1,"0"
11690,2011-06-14,"0",NA,0,5,0,14,0,0,0,0,0,16817.52,6,103,687536,7,0,1969,159,14,4,289,109,20,2,192,70,19.75,183.95,11.48333333,51.48333333,93.66666667,17.92333333,50.66666667,49.18333333,2,0,0,0,124.285714285714,870,1,1,"0"
14440,2012-12-17,"0",NA,0,1,0,2,0,0,0,0,0,19138.53,30,54,192243194,145,48638959,485,82,5,0,118,12,20,0,27,3,84.9,178.85,42.33333333,17.93333333,111.3,17.83333333,0.283333333,17.88333333,1,3,0,0,45.4285714285714,318,3,1,"0"
11183,2010-09-16,"0",NA,0,2,0,11,0,0,0,1,1,26364.09,17,47,4241910,62,2946017,180,37,22,0,44,6,29,0,12,1,95.91666667,23.31833333,14.88333333,36.7,11.02333333,232.05,22.06666667,35.11666667,1,3,0,-1,163,1141,1,0,"0"
13159,2012-06-04,"0","0",0,4,0,12,0,0,0,0,0,9592.81,9,48,54082,1,54082,430,14,0,0,36,4,6,4,7,0,37.73333333,161.9666667,15.03333333,9.183333333,4.6,147.45,1.5,9.266666667,1,1,0,0,73.4285714285714,514,1,0,"1"
13159,2012-06-04,"0","0",0,4,0,12,0,0,0,0,0,9592.81,9,48,54082,1,54082,430,14,0,0,36,4,6,4,7,0,37.73333333,161.9666667,15.03333333,9.183333333,4.6,147.45,1.5,9.266666667,1,1,0,0,73.4285714285714,514,1,0,"1"
15505,2013-04-17,"0",NA,0,5,0,94,0,0,0,0,5,14915.86,2,9,12837036628,47,3956039581,394,50,4,2,60,10,0,0,7,0,61.33333333,25.65,72.83333333,15.46666667,19.66666667,26.18333333,8.95,15.45,2,0,-5,0,28.1428571428571,197,3,0,"0"
14278,2012-11-24,"1",NA,0,3,0,7,0,0,0,4,4,20643.6,37,0,133664569,51,113843889,0,23,120,30,0,0,7,0,0,0,13.92666667,0,12.01666667,0,250.15,52.16666667,0,2.75,1,3,0,-4,48.7142857142857,341,1,1,"0"
14756,2013-01-24,"0",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,280,1,0,"1"
14756,2013-01-24,"0",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,280,1,0,"1"
14756,2013-01-24,"0",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,280,1,0,"1"
14756,2013-01-24,"0",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40,280,1,0,"1"
16586,2013-07-24,"0",NA,0,0,0,0,0,0,0,0,0,35754.83,33,56,380087066,56,368286915,274,79,36,0,202,26,63,2,101,9,434.35,239.75,25.66666667,54.36666667,190.4,19.59666667,39.98333333,33.4,1,3,0,0,14.1428571428571,99,0,0,"0"
15717,2013-05-08,"0",NA,0,2,0,21,0,0,0,0,1,16823.19,6,0,713047541,87,120702580,4,71,32,4,2,1,10,0,6,2,13.53333333,0.05,29.66666667,0,67.05,67.25,17.43333333,47.16666667,1,0,-1,0,25.1428571428571,176,0,1,"0"
12611,2012-03-14,"0",NA,0,3,0,41,0,0,0,0,1,14988.16,16,5,771743,1,0,12,161,53,14,1,0,44,20,2,0,39.73333333,11.06666667,22.33333333,1.45,102.05,26.63333333,32.25,21.45,1,0,-1,0,85.1428571428571,596,0,1,"0"
13070,2012-05-22,"1","0",0,4,0,58,0,0,0,0,0,7850.53,14,35,0,0,0,456,18,0,0,88,18,2,2,2,0,38.38333333,91.33333333,11.63333333,22.43333333,26.61666667,84.98333333,7.466666667,20.45,1,1,0,0,75.2857142857143,527,1,0,"1"
13070,2012-05-22,"1","0",0,4,0,58,0,0,0,0,0,7850.53,14,35,0,0,0,456,18,0,0,88,18,2,2,2,0,38.38333333,91.33333333,11.63333333,22.43333333,26.61666667,84.98333333,7.466666667,20.45,1,1,0,0,75.2857142857143,527,1,0,"1"
10817,2009-12-23,"0",NA,0,0,0,0,0,0,0,0,0,12521,0,0,169022740,41,55369581,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,201.142857142857,1408,1,0,"0"
16771,2013-08-08,"1",NA,0,0,0,0,0,0,0,0,0,1937.32,65,23,179284562,26,179284562,66,0,2,2,46,16,0,0,14,8,140.8,21.16666667,78.2,13.91666667,26.05,21.2,87.16666667,13.9,1,1,0,0,12,84,3,0,"0"
10823,2010-01-04,"0","0",0,1,0,4,0,0,0,0,0,5916.64,2,17,0,0,0,283,6,0,0,28,12,0,0,12,8,12.75,75.4,0,31.21666667,2.883333333,72.91666667,0,0,1,1,0,0,199.428571428571,1396,1,0,"1"
10823,2010-01-04,"0","0",0,1,0,4,0,0,0,0,0,5916.64,2,17,0,0,0,283,6,0,0,28,12,0,0,12,8,12.75,75.4,0,31.21666667,2.883333333,72.91666667,0,0,1,1,0,0,199.428571428571,1396,1,0,"1"
10823,2010-01-04,"0","0",0,1,0,4,0,0,0,0,0,5916.64,2,17,0,0,0,283,6,0,0,28,12,0,0,12,8,12.75,75.4,0,31.21666667,2.883333333,72.91666667,0,0,1,1,0,0,199.428571428571,1396,1,0,"1"
10823,2010-01-04,"0","0",0,1,0,4,0,0,0,0,0,5916.64,2,17,0,0,0,283,6,0,0,28,12,0,0,12,8,12.75,75.4,0,31.21666667,2.883333333,72.91666667,0,0,1,1,0,0,199.428571428571,1396,1,0,"1"
11828,2011-08-11,"0",NA,0,2,0,3,0,0,0,0,0,15761.55,9,19,766951601,82,288597753,430,12,2,0,88,40,4,0,14,8,34.76666667,96.58333333,22.46666667,44.33333333,121.85,96.68333333,18.05,40.51666667,1,0,0,0,116,812,0,1,"0"
11343,2010-12-20,"0",NA,0,0,0,0,0,0,0,0,0,13381.44,7,28,0,0,0,706,37,4,0,133,35,0,0,37,6,20.4,95.21666667,31.75,85.93333333,75.16666667,64.35,25.83333333,61.26666667,1,0,0,0,149.428571428571,1046,0,1,"0"
13954,2012-10-16,"0","0",0,18,0,326,0,0,0,0,0,1889.62,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,8.766666667,0,0.333333333,0,34.73333333,37.23333333,8.5,16.56666667,3,1,0,0,54.2857142857143,380,1,1,"1"
13909,2012-10-08,"0",NA,0,0,0,0,0,0,0,0,1,28913.13,38,29,195069251,71,20458448,329,514,28,0,38,15,66,0,5,2,15.00333333,48.1,13.63166667,30.71666667,87.88333333,47.5,40.95,26.15,1,3,-1,0,55.4285714285714,388,1,1,"0"
12477,2012-02-22,"0",NA,0,1,0,4,0,0,0,0,0,69283.88,97,54,3417241093,98,1814877033,52,140,0,0,14,2,24,0,0,0,88.83833333,133.75,15.56833333,97.66666667,34.54333333,10.39333333,84.75,79.83333333,1,3,0,0,88.1428571428571,617,1,0,"0"
14421,2012-12-14,"1","1",0,1,0,5,3,2,2,3,3,47411.12,45,173,1589343947,91,519439753,5259,1682,194,3,1282,75,190,4,690,34,177.5666667,249.0833333,59.9,113.6833333,53.78333333,175.5666667,24.75,66.66666667,1,3,0,-1,45.8571428571429,321,3,0,"1"
14421,2012-12-14,"1","1",0,1,0,5,3,2,2,3,3,47411.12,45,173,1589343947,91,519439753,5259,1682,194,3,1282,75,190,4,690,34,177.5666667,249.0833333,59.9,113.6833333,53.78333333,175.5666667,24.75,66.66666667,1,3,0,-1,45.8571428571429,321,3,0,"1"
11794,2011-07-25,"0","0",0,5,0,59,0,0,0,0,0,6156.23,2,7,0,0,0,274,12,0,0,37,11,0,0,4,2,0.95,2.45,0,7.716666667,4.216666667,1.45,0.35,7.683333333,2,1,0,0,118.428571428571,829,1,1,"1"
11794,2011-07-25,"0","0",0,5,0,59,0,0,0,0,0,6156.23,2,7,0,0,0,274,12,0,0,37,11,0,0,4,2,0.95,2.45,0,7.716666667,4.216666667,1.45,0.35,7.683333333,2,1,0,0,118.428571428571,829,1,1,"1"
11794,2011-07-25,"0","0",0,5,0,59,0,0,0,0,0,6156.23,2,7,0,0,0,274,12,0,0,37,11,0,0,4,2,0.95,2.45,0,7.716666667,4.216666667,1.45,0.35,7.683333333,2,1,0,0,118.428571428571,829,1,1,"1"
11794,2011-07-25,"0","0",0,5,0,59,0,0,0,0,0,6156.23,2,7,0,0,0,274,12,0,0,37,11,0,0,4,2,0.95,2.45,0,7.716666667,4.216666667,1.45,0.35,7.683333333,2,1,0,0,118.428571428571,829,1,1,"1"
11794,2011-07-25,"0","0",0,5,0,59,0,0,0,0,0,6156.23,2,7,0,0,0,274,12,0,0,37,11,0,0,4,2,0.95,2.45,0,7.716666667,4.216666667,1.45,0.35,7.683333333,2,1,0,0,118.428571428571,829,1,1,"1"
11794,2011-07-25,"0","0",0,5,0,59,0,0,0,0,0,6156.23,2,7,0,0,0,274,12,0,0,37,11,0,0,4,2,0.95,2.45,0,7.716666667,4.216666667,1.45,0.35,7.683333333,2,1,0,0,118.428571428571,829,1,1,"1"
11822,2011-08-09,"0",NA,0,5,0,25,0,0,0,1,1,40145.2,36,55,294042787,125,47174581,1030,948,19,6,218,18,31,4,48,2,156.15,22.00333333,16.45,43.56666667,22.35333333,213.35,11.63333333,0,2,3,0,-1,116.285714285714,814,1,0,"0"
12224,2011-12-16,"0","0",0,9,0,23,0,0,0,0,0,27918.01,66,78,1757970841,123,803102050,799,72,0,0,88,32,18,0,18,8,168.2666667,189.8333333,28.46666667,24.8,86.38333333,175.15,12.38333333,24.68333333,3,3,0,0,97.8571428571429,685,0,0,"1"
16261,2013-06-26,"0","0",0,2,0,19,0,0,0,1,1,20409.39,7,20,771130180,25,2297659,2,10,8,0,2,0,4,0,12,2,28.15,263.65,0.766666667,62.78333333,151.05,334.95,32.51666667,55.75,1,3,0,-1,18.1428571428571,127,1,1,"1"
16261,2013-06-26,"0","0",0,2,0,19,0,0,0,1,1,20409.39,7,20,771130180,25,2297659,2,10,8,0,2,0,4,0,12,2,28.15,263.65,0.766666667,62.78333333,151.05,334.95,32.51666667,55.75,1,3,0,-1,18.1428571428571,127,1,1,"1"
16261,2013-06-26,"0","0",0,2,0,19,0,0,0,1,1,20409.39,7,20,771130180,25,2297659,2,10,8,0,2,0,4,0,12,2,28.15,263.65,0.766666667,62.78333333,151.05,334.95,32.51666667,55.75,1,3,0,-1,18.1428571428571,127,1,1,"1"
12293,2012-01-12,"0","0",0,9,0,41,0,0,0,0,0,5748,0,0,0,0,0,70946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,94,658,1,0,"1"
15996,2013-06-01,"1",NA,0,2,0,11,0,0,0,2,2,21265.03,1,20,345125,1,0,372,37,3,0,48,8,15,0,7,1,12.23333333,65.65,47.33333333,29.53333333,13.46833333,58.01666667,98.66666667,26.56666667,1,3,0,-2,21.7142857142857,152,3,1,"0"
15403,2013-04-10,"0","0",0,4,0,20,0,0,0,0,0,10534.74,12,82,3110457359,100,835695908,592,14,0,0,224,4,2,0,12,1,57.15,926.3,2.566666667,143.4833333,18.58333333,922.8166667,1.9,143.4833333,1,1,0,0,29.1428571428571,204,1,0,"1"
11273,2010-11-13,"0",NA,0,4,0,21,0,0,0,0,0,6136.26,15,10,129776,5,0,256,16,0,0,40,6,0,0,4,0,37.15,21.1,0,16.83333333,56.33333333,21.1,0,16.83333333,1,1,0,0,154.714285714286,1083,1,1,"0"
16171,2013-06-17,"0",NA,0,2,0,35,0,0,0,3,3,23102,0,0,3608523517,66,0,1763,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,-3,19.4285714285714,136,1,0,"0"
10433,2008-06-25,"0",NA,0,5,0,108,0,0,0,0,2,8118.8,0,20,79541,2,0,177,39,2,2,34,16,6,0,7,6,15.06666667,11.57333333,12.33333333,17.35,13.85,114.5,0,17.26666667,2,1,-2,0,279.142857142857,1954,1,0,"0"
15327,2013-04-03,"0",NA,0,1,0,1,0,0,0,0,1,35548.96,11,76,5801285756,90,2178412591,547,380,0,0,85,6,0,0,20,1,0,976.7,48.7,36.42833333,28.75,97.65333333,8.65,364.2,1,3,-1,0,30.1428571428571,211,3,1,"0"
10871,2010-02-13,"1",NA,0,1,0,3,0,0,0,0,0,10127.51,1,7,0,0,0,245,8,2,0,42,4,4,0,12,3,21.91666667,41.15,1.65,19.83333333,29.75,41.01666667,13.46666667,19.83333333,1,1,0,0,193.714285714286,1356,1,1,"0"
10311,2007-01-27,"0",NA,0,4,0,9,0,0,0,0,0,19839.32,23,46,394160,7,113690,602,25,0,0,96,32,4,0,15,9,73.28333333,14.19833333,15.38333333,40.13333333,30.86666667,12.60833333,74.33333333,37.2,1,3,0,0,352.714285714286,2469,1,0,"0"
14058,2012-10-26,"0",NA,0,3,0,8,0,0,0,0,0,18539.8,9,7,0,0,0,336,55,0,0,50,22,32,4,6,2,70.21666667,16.56666667,15.63333333,10.18333333,14.71666667,14.25,15.78333333,10.15,1,3,0,0,52.8571428571429,370,1,0,"0"
13197,2012-06-13,"0",NA,0,0,0,0,0,0,0,0,0,18859.89,22,10,48357,1,0,0,111,30,10,0,0,39,9,8,4,59.05,12.98333333,25.46666667,26.16666667,17.88833333,77.61666667,50.85,21.46666667,1,3,0,0,72.1428571428571,505,0,0,"0"
15133,2013-03-12,"0",NA,2,2,-77,126,0,0,0,0,1,2485.42,0,0,301757230,28,0,340,108,1,1,12,2,4,2,0,0,0,1.75,0,0.2,33.8,1.75,6.25,0.4,1,1,-1,0,33.2857142857143,233,1,1,"0"
16857,2013-08-16,"1",NA,0,3,0,66,2,0,0,2,2,15188.95,0,10,183231070,58,4350445,701,51,2,2,23,3,0,0,11,3,0,32.9,12.33333333,46.33333333,1.55,32.16666667,0,46.33333333,1,0,0,-2,10.8571428571429,76,1,1,"0"
16378,2013-07-04,"0",NA,0,3,0,14,0,0,0,3,3,9960.85,20,4,369793,3,0,244,42,0,0,42,16,4,4,4,2,35.4,1.85,6.35,16.66666667,56.01666667,15.83333333,96.33333333,11.18333333,1,1,0,-3,17,119,1,1,"0"
15007,2013-02-23,"1",NA,0,1,0,2,0,0,0,0,0,39366.99,14,6,151588120,4,0,126,40,0,0,16,8,6,0,0,0,143.7,60.83333333,48.55,0.166666667,35.1,58.33333333,27.33333333,0.183333333,1,3,0,0,35.7142857142857,250,3,0,"0"
15993,2013-06-01,"0",NA,0,1,0,1,0,0,0,0,0,51932.58,2,0,460196310,72,361018791,8,20,0,0,8,0,4,0,29,2,52.40333333,34.86666667,169.15,0,902.9,64.22333333,15.47166667,59.03333333,1,3,0,0,21.7142857142857,152,3,1,"0"
14512,2012-12-26,"0",NA,0,1,0,1,0,0,0,0,0,38654.22,15,5,629112569,93,252425445,0,90,23,7,0,0,14,0,4,0,48.75,28.66666667,0.75,0,15.57833333,196.15,36.73333333,11.86666667,1,3,0,0,44.1428571428571,309,1,0,"0"
14819,2013-01-31,"0",NA,0,4,0,42,0,0,0,0,1,30947.93,50,33,4692224443,96,694750439,416,172,31,10,65,20,30,8,34,7,44.37333333,131.6,87.75,41.03333333,176.9,57.76666667,20.3,35.65,1,3,-1,0,39,273,3,1,"0"
14651,2013-01-13,"0",NA,0,2,0,4,0,0,0,1,1,42658.7,14,2,225299014,109,36582010,158,338,37,0,10,4,52,0,2,1,219.9,15.13333333,18.45,3.1,21.43333333,13.66666667,55.01666667,3.1,1,3,0,-1,41.5714285714286,291,0,0,"0"
16289,2013-06-28,"0","0",0,0,0,0,0,0,0,0,0,21310.41,14,39,157118068,44,61664164,346,4,0,0,151,43,2,0,70,12,55.93333333,48.11666667,31.81666667,15.88333333,8.216666667,32.66666667,2.15,10.26666667,1,3,0,0,17.8571428571429,125,0,0,"1"
12792,2012-04-13,"0",NA,0,2,0,29,0,0,0,0,0,15355.01,16,87,157477458,56,108828578,645,383,2,0,136,28,68,20,42,10,77.98333333,831.85,20.01666667,16.62333333,3.4,82.28833333,25.83333333,16.07666667,1,0,0,0,80.8571428571429,566,0,0,"0"
15701,2013-05-07,"0",NA,0,1,0,8,0,0,0,0,0,13657.34,9,28,2055087879,69,218967908,287,51,19,0,100,10,22,0,34,2,83.08333333,11.53333333,11.6,95.16666667,15.36666667,11.42333333,0.75,93.33333333,1,0,0,0,25.2857142857143,177,1,0,"0"
14211,2012-11-16,"0",NA,0,0,0,0,0,0,0,0,0,15706.96,55,128,4359290,3,0,2313,29,0,0,797,227,0,0,7,1,49.1,45.65666667,51.83333333,13.80166667,39.25,449.75,22.1,13.49833333,1,0,0,0,49.8571428571429,349,3,0,"0"
14956,2013-02-18,"0","0",0,3,0,8,0,0,0,0,0,77644.16,78,80,1838611743,118,503486862,622,183,9,1,166,31,37,2,38,4,732.1833333,0,88.95,70.2,656.1166667,279.0333333,89.65,68.06666667,1,3,0,0,36.4285714285714,255,3,0,"1"
14956,2013-02-18,"0","0",0,3,0,8,0,0,0,0,0,77644.16,78,80,1838611743,118,503486862,622,183,9,1,166,31,37,2,38,4,732.1833333,0,88.95,70.2,656.1166667,279.0333333,89.65,68.06666667,1,3,0,0,36.4285714285714,255,3,0,"1"
14956,2013-02-18,"0","0",0,3,0,8,0,0,0,0,0,77644.16,78,80,1838611743,118,503486862,622,183,9,1,166,31,37,2,38,4,732.1833333,0,88.95,70.2,656.1166667,279.0333333,89.65,68.06666667,1,3,0,0,36.4285714285714,255,3,0,"1"
14956,2013-02-18,"0","0",0,3,0,8,0,0,0,0,0,77644.16,78,80,1838611743,118,503486862,622,183,9,1,166,31,37,2,38,4,732.1833333,0,88.95,70.2,656.1166667,279.0333333,89.65,68.06666667,1,3,0,0,36.4285714285714,255,3,0,"1"
11795,2011-07-25,"0",NA,0,0,0,0,0,0,0,0,0,12688.18,40,16,0,0,0,248,6,0,0,34,0,2,0,0,0,93.06666667,29.83333333,15.15,16.31666667,13.66666667,29.58333333,0,16.31666667,1,0,0,0,118.428571428571,829,1,0,"0"
15559,2013-04-23,"0",NA,0,0,0,0,0,0,0,1,1,22552.88,38,19,1532970650,165,231361767,403,38,28,2,47,8,24,0,12,1,10.34833333,17.23333333,23.25,4.85,10.81666667,9.35,14.16666667,4.8,1,3,0,-1,27.2857142857143,191,0,1,"0"
11449,2011-02-19,"0",NA,0,0,0,0,0,0,0,0,0,4829.99,4,5,0,0,0,38,8,0,0,6,2,2,0,0,0,43.2,28.7,15.16666667,11.86666667,10.31666667,27.68333333,0.8,11.73333333,1,1,0,0,140.714285714286,985,1,0,"0"
14225,2012-11-18,"0","0",0,2,0,12,0,0,0,0,1,46205.23,73,24,2843551206,103,907429201,644,99,10,4,134,68,22,6,31,16,373.0833333,37.3,35.88333333,2.216666667,0,36.95,45.06666667,2.016666667,1,3,-1,0,49.5714285714286,347,0,0,"1"
14225,2012-11-18,"0","0",0,2,0,12,0,0,0,0,1,46205.23,73,24,2843551206,103,907429201,644,99,10,4,134,68,22,6,31,16,373.0833333,37.3,35.88333333,2.216666667,0,36.95,45.06666667,2.016666667,1,3,-1,0,49.5714285714286,347,0,0,"1"
14225,2012-11-18,"0","0",0,2,0,12,0,0,0,0,1,46205.23,73,24,2843551206,103,907429201,644,99,10,4,134,68,22,6,31,16,373.0833333,37.3,35.88333333,2.216666667,0,36.95,45.06666667,2.016666667,1,3,-1,0,49.5714285714286,347,0,0,"1"
14225,2012-11-18,"0","0",0,2,0,12,0,0,0,0,1,46205.23,73,24,2843551206,103,907429201,644,99,10,4,134,68,22,6,31,16,373.0833333,37.3,35.88333333,2.216666667,0,36.95,45.06666667,2.016666667,1,3,-1,0,49.5714285714286,347,0,0,"1"
15309,2013-04-01,"1",NA,0,5,0,30,0,0,0,0,1,14608.52,4,11,1235316435,27,196647136,384,172,6,4,28,8,10,2,8,3,33.66666667,50.28333333,20.83333333,32.66666667,15.76666667,47.13333333,30.16666667,32.66666667,2,0,-1,0,30.4285714285714,213,0,0,"0"
10269,2006-11-08,"0",NA,0,2,0,9,0,0,0,0,0,22139.74,24,31,2978517775,80,2085099685,98,6,12,12,82,20,4,4,4,1,10.06166667,14.14666667,51.03333333,68.4,13.58333333,12.73166667,31.71666667,57.03333333,1,3,0,0,364.142857142857,2549,3,1,"0"
